Supplier_Reliability,Equipment_Height,Equipment_Width,Equipment_Weight,Equipment_Type,Equipment_Value,Base_Transport_Fee,CrossBorder_Shipping,Urgent_Shipping,Installation_Service,Transport_Method,Fragile_Equipment,Hospital_Info,Rural_Hospital,Order_Year,Order_Month,Order_Day,Order_DayOfWeek,Order_Quarter,Delivery_Year,Delivery_Month,Delivery_Day,Delivery_DayOfWeek,Delivery_Quarter,Delivery_Time,Location_State,Location_Zip,Location_Is_Military,Equipment_Area,Weight_per_Area,Value_per_Weight,Value_per_Area,Transport_Cost,Transport_Cost_Log,Target_Shift_Value
0.29,28.0,11.0,1082957.0,6,4029.79,54.61,0,0,0,2,0,1,0,2019.0,2.0,18.0,0.0,1.0,2019.0,2.0,19.0,1.0,1.0,1.0,21,2860,0.0,308.0,3516.094155844156,0.0037210988063237967,13.083733766233767,11159.53,13.303592220737658,588184.2
0.62,15.0,7.0,29259.0,6,98.68,35.08,0,1,1,2,0,1,1,2016.0,12.0,10.0,5.0,4.0,2016.0,12.0,11.0,6.0,4.0,1.0,13,3668,0.0,105.0,278.65714285714284,0.0033726374790662705,0.9398095238095239,-5592.07,13.275244331470901,588184.2
0.62,46.0,17.0,1110.0,7,6.52,15.27,1,1,0,0,0,0,0,2017.0,4.0,19.0,2.0,2.0,2017.0,4.0,22.0,5.0,2.0,3.0,21,3218,0.0,782.0,1.4194373401534526,0.005873873873873873,0.008337595907928388,521.19,13.285682849382448,588184.2
0.58,15.0,6.0,44125.0,6,86.41,88.26,0,1,0,1,0,1,0,2015.0,6.0,7.0,6.0,2.0,2015.0,6.0,3.0,2.0,2.0,-4.0,17,4318,0.0,90.0,490.27777777777777,0.001958300283286119,0.960111111111111,-3280.77,13.279203745346699,588184.2
0.51,15.0,8.0,2999.0,2,6.0,10.77,1,0,1,3,0,1,0,2017.0,11.0,16.0,3.0,4.0,2017.0,11.0,12.0,6.0,4.0,-4.0,22,4452,0.0,120.0,24.991666666666667,0.0020006668889629878,0.05,293.56,13.285296113272437,588184.2
0.83,20.0,6.0,562.0,3,6.06,13.87,0,0,0,3,1,1,1,2016.0,4.0,6.0,2.0,2.0,2016.0,4.0,3.0,6.0,2.0,-3.0,50,662,0.0,120.0,4.683333333333334,0.010782918149466192,0.050499999999999996,570.88,13.285767251223348,588184.2
0.99,25.0,7.0,115395.0,4,1268.35,43.16,1,0,1,3,0,0,0,2018.0,3.0,18.0,6.0,1.0,2018.0,3.0,19.0,0.0,1.0,1.0,17,219,0.0,175.0,659.4,0.010991377442696824,7.247714285714285,4489.25,13.292400539035052,588184.2
0.77,4.0,4.0,34.0,3,6.92,10.52,0,1,0,2,1,1,0,2015.0,7.0,16.0,3.0,3.0,2015.0,7.0,16.0,3.0,3.0,0.0,4,1930,1.0,16.0,2.125,0.20352941176470588,0.4325,275.96,13.28526620520372,588184.2
0.49,7.0,5.956990238090526,5046.0,6,10.31,70.65,0,1,1,1,0,0,-1,2019.0,1.0,24.0,3.0,1.0,2019.0,1.0,27.0,6.0,1.0,3.0,16,1124,0.0,-1.3433365299815705,0.0,0.002043202536662703,0.0,621.03,13.285852427183219,588184.2
0.64,19.0,6.0,3652.0,5,6.83,13.29,0,0,0,1,0,1,0,2017.0,6.0,8.0,3.0,2.0,2017.0,6.0,4.0,6.0,2.0,-4.0,48,2786,0.0,114.0,32.03508771929825,0.001870208105147864,0.05991228070175439,384.62,13.285450839256953,588184.2
0.68,19.0,8.0,587.0,3,6.92,10.38,1,0,0,1,1,0,0,2019.0,4.0,10.0,2.0,2.0,2019.0,4.0,9.0,1.0,2.0,-1.0,22,4334,0.0,152.0,3.861842105263158,0.011788756388415672,0.045526315789473686,354.55,13.285399748006363,588184.2
0.39,37.0,28.0,5081960.0,4,34431.89,79.22,0,0,0,0,1,0,0,2016.0,11.0,9.0,2.0,4.0,2016.0,11.0,12.0,5.0,4.0,3.0,42,3510,0.0,1036.0,4905.3667953667955,0.006775317003675747,33.235415057915056,88578.53,13.4250774954126,588184.2
0.9,32.0,16.0,62438.0,1,444.91,63.36,0,1,0,2,0,0,0,2018.0,9.0,1.0,5.0,3.0,2018.0,8.0,30.0,3.0,3.0,-2.0,14,3026,0.0,512.0,121.94921875,0.007125628623594607,0.86896484375,10185.93,13.301966459157706,588184.2
0.66,3.0,3.0,62.0,4,5.45,24.14,0,1,1,0,0,1,0,2016.0,10.0,17.0,0.0,4.0,2016.0,10.0,20.0,3.0,4.0,3.0,37,5238,0.0,9.0,6.888888888888889,0.08790322580645162,0.6055555555555556,275.79,13.285265916314604,588184.2
0.444840244814907,41.0,18.0,28778.0,2,97.34,87.21,0,0,1,2,0,0,-1,2019.0,1.0,20.0,6.0,1.0,2019.0,1.0,20.0,6.0,1.0,0.0,25,3823,0.0,738.0,38.99457994579946,0.0033824449232052263,0.1318970189701897,-1312.68,13.282562903163639,588184.2
0.32,20.0,9.0,1802.0,3,6.87,18.32,0,1,0,0,1,1,0,2018.0,9.0,4.0,1.0,3.0,2018.0,9.0,7.0,4.0,3.0,3.0,37,3046,0.0,180.0,10.011111111111111,0.0038124306326304106,0.03816666666666667,235.96,13.285198228993464,588184.2
0.14,15.0,7.0,73.0,7,4.36,23.15,0,0,0,2,0,1,0,2015.0,9.0,28.0,0.0,3.0,2015.0,9.0,24.0,3.0,3.0,-4.0,3,279,0.0,105.0,0.6952380952380952,0.05972602739726028,0.041523809523809525,158.28,13.28506620599163,588184.2
0.35,26.0,14.0,5275.0,3,6.27,70.73,0,1,0,2,1,1,0,2017.0,10.0,7.0,5.0,4.0,2017.0,10.0,7.0,5.0,4.0,0.0,35,449,0.0,364.0,14.491758241758241,0.0011886255924170616,0.017225274725274724,664.15,13.285925657422604,588184.2
0.78,26.0,7.0,10936.0,1,61.1,98.71,1,1,1,0,0,1,0,2018.0,12.0,7.0,4.0,4.0,2018.0,12.0,11.0,1.0,4.0,4.0,17,5200,0.0,182.0,60.08791208791209,0.005587051938551573,0.33571428571428574,-3867.84,13.27819953886619,588184.2
0.87,22.0,10.0,295.0,7,3.0,13.51,1,0,0,2,0,1,1,2019.0,7.0,19.0,4.0,3.0,2019.0,7.0,17.0,2.0,3.0,-2.0,19,392,0.0,220.0,1.3409090909090908,0.010169491525423728,0.013636363636363636,516.76,13.285675324380609,588184.2
0.21,12.0,6.0,57899.0,6,91.71,84.18,0,0,1,0,0,1,0,2018.0,1.0,20.0,5.0,1.0,2018.0,1.0,21.0,6.0,1.0,1.0,49,3121,0.0,72.0,804.1527777777778,0.0015839651807457813,1.27375,1039.87,13.286563511884701,588184.2
0.51,19.0,8.0,622.0,0,3.63,10.06,1,0,0,0,0,1,0,2018.0,5.0,12.0,5.0,2.0,2018.0,5.0,14.0,0.0,2.0,2.0,19,1607,0.0,152.0,4.092105263157895,0.005836012861736334,0.02388157894736842,163.48,13.285075044327053,588184.2
0.79,38.0,28.0,7048.0,0,33.66,95.97,1,0,0,0,0,0,1,2016.0,4.0,4.0,0.0,2.0,2016.0,4.0,2.0,5.0,2.0,-2.0,45,3617,0.0,1064.0,6.62406015037594,0.004775822928490351,0.031635338345864655,4655.76,13.292681446393473,588184.2
0.46157856607045866,19.0,6.0,457.0,0,5.93,15.74,0,0,1,2,0,1,-1,2017.0,7.0,23.0,6.0,3.0,2017.0,7.0,27.0,3.0,3.0,4.0,6,5231,0.0,114.0,4.008771929824562,0.012975929978118162,0.05201754385964912,242.48,13.285209309430948,588184.2
0.17,26.0,12.0,171678.0,5,178.0,53.23,1,1,1,1,0,1,0,2019.0,7.0,25.0,3.0,3.0,2019.0,7.0,22.0,0.0,3.0,-3.0,0,0,1.0,312.0,550.25,0.0010368247533172567,0.5705128205128205,1277.87,13.286967350686767,588184.2
0.5,11.0,8.0,1547.0,2,6.12,17.19,1,0,1,3,0,1,0,2017.0,10.0,20.0,4.0,4.0,2017.0,10.0,18.0,2.0,4.0,-2.0,6,4645,0.0,88.0,17.579545454545453,0.003956043956043956,0.06954545454545455,303.2,13.28531249435821,588184.2
0.4,33.0,12.202825276068126,1665.0,5,7.05,12.15,0,0,0,2,0,1,1,2015.0,8.0,22.0,5.0,3.0,2015.0,8.0,22.0,5.0,3.0,0.0,29,4022,0.0,449.7723456898457,0.0,0.004234234234234234,0.0,219.68,13.285170561352798,588184.2
0.58,8.0,5.0,164.0,5,3.88,23.78,0,0,0,1,0,1,0,2019.0,6.0,8.0,5.0,2.0,2019.0,6.0,8.0,5.0,2.0,0.0,3,4915,0.0,40.0,4.1,0.023658536585365854,0.097,232.45,13.285192263860482,588184.2
0.19,17.621568386113324,8.0,1005.0,0,4.22,17.76,0,0,0,2,0,1,0,2018.0,7.0,17.0,1.0,3.0,2018.0,7.0,16.0,0.0,3.0,-1.0,12,1762,0.0,170.47301286896254,0.0,0.004199004975124378,0.0,148.13,13.285048954015702,588184.2
0.67,20.935914423793974,9.008716867398007,3328.0,1,5.21,23.34,0,0,0,1,0,1,0,2015.0,6.0,25.0,3.0,2.0,2015.0,6.0,26.0,4.0,2.0,1.0,32,3660,0.0,235.46135698826947,0.0,0.0015655048076923077,0.0,388.85,13.285458026143973,588184.2
0.46568797347899915,23.0,10.0,18060.0,1,43.3,32.61,0,1,0,0,0,1,0,2019.0,5.0,1.0,2.0,2.0,2019.0,5.0,1.0,2.0,2.0,0.0,2,21,0.0,230.0,78.52173913043478,0.002397563676633444,0.18826086956521737,423.9,13.285517575076542,588184.2
0.15,41.0,10.0,4207.0,3,8.45,13.95,1,1,0,1,1,0,1,2018.0,8.0,30.0,3.0,3.0,2018.0,9.0,3.0,0.0,3.0,4.0,16,4485,0.0,410.0,10.260975609756098,0.00200855716662705,0.020609756097560973,283.15,13.285278423437589,588184.2
0.82,12.0,6.0,372.0,0,5.77,24.75,1,0,1,3,0,1,0,2018.0,7.0,13.0,4.0,3.0,2018.0,7.0,16.0,0.0,3.0,3.0,17,298,0.0,72.0,5.166666666666667,0.015510752688172041,0.08013888888888888,483.07,13.285618095143532,588184.2
0.4666582861758088,26.0,6.0,755.0,5,5.95,12.16,1,0,0,3,0,1,1,2019.0,1.0,10.0,3.0,1.0,2019.0,1.0,12.0,5.0,1.0,2.0,1,1231,1.0,156.0,4.839743589743589,0.007880794701986755,0.038141025641025644,129.94,13.285018035690534,588184.2
0.54,10.0,4.0,71.0,7,6.19,23.35,0,1,0,1,0,1,-1,2015.0,8.0,17.0,0.0,3.0,2015.0,8.0,17.0,0.0,3.0,0.0,30,2962,0.0,40.0,1.775,0.0871830985915493,0.15475,-262.19,13.28435128293383,588184.2
0.27,13.0,7.0,63621.45713932812,6,107.5,27.64,0,0,1,2,0,1,0,2019.0,4.0,28.0,6.0,2.0,2019.0,4.0,26.0,4.0,2.0,-2.0,47,2244,0.0,91.0,489.3892426750128,0.0,1.1813186813186813,598.65,13.285814417352153,588184.2
0.31,31.744736312812677,14.0,22277.0,1,22.71,90.98,0,0,1,2,0,1,1,2017.0,10.0,29.0,6.0,4.0,2017.0,10.0,25.0,2.0,4.0,-4.0,14,2883,0.0,481.8887712412925,0.0,0.0010194370875791176,0.0,948.1,13.286407752817642,588184.2
0.54,11.0,7.0,252.0,3,5.69,13.52,0,0,1,2,1,1,1,2018.0,6.0,17.0,6.0,2.0,2018.0,6.0,21.0,3.0,2.0,4.0,53,3905,0.0,77.0,3.272727272727273,0.02257936507936508,0.0738961038961039,219.35,13.285170000514327,588184.2
0.18,17.0,10.0,768.0,0,4.3,24.85,1,0,1,3,0,1,1,2018.0,9.0,15.0,5.0,3.0,2018.0,9.0,19.0,2.0,3.0,4.0,35,1993,0.0,170.0,4.517647058823529,0.005598958333333333,0.02529411764705882,188.94,13.285118317049518,588184.2
0.58,3.0,2.0,36.0,1,4.39,11.99,0,1,0,1,0,1,-1,2017.0,7.0,11.0,1.0,3.0,2017.0,7.0,10.0,0.0,3.0,-1.0,37,2044,0.0,6.0,6.0,0.12194444444444444,0.7316666666666666,-161.67,13.284522243086908,588184.2
0.26,28.0,16.0,1626745.0,6,4480.78,82.99,1,0,0,2,0,0,1,2019.0,5.0,7.0,1.0,2.0,2019.0,5.0,10.0,4.0,2.0,3.0,44,1037,0.0,448.0,3631.1272321428573,0.0027544452265106083,10.00174107142857,-14524.63,13.259793158926968,588184.2
0.95,41.0,26.0,24039379.0,6,51410.27,28.73,1,1,0,1,0,1,0,2017.0,6.0,6.0,1.0,2.0,2017.0,6.0,10.0,5.0,2.0,4.0,29,3556,0.0,1066.0,22551.01219512195,0.0021385856098861786,48.22727016885553,11143428.25,16.277797760190268,588184.2
0.3,35.0,10.0,4175.0,3,17.67,13.81,0,1,1,0,1,1,1,2018.0,9.0,1.0,5.0,3.0,2018.0,8.0,28.0,1.0,3.0,-4.0,0,592,1.0,350.0,11.928571428571429,0.0042323353293413175,0.050485714285714293,416.57,13.285505121912564,588184.2
0.31,6.0,4.0,44.0,0,5.08,13.25,0,0,0,3,0,1,0,2018.0,12.0,2.0,6.0,4.0,2018.0,12.0,5.0,2.0,4.0,3.0,22,921,0.0,24.0,1.8333333333333333,0.11545454545454546,0.21166666666666667,119.1,13.284999610021824,588184.2
0.28,30.0,10.0,1007887.0,6,2528.55,99.26,0,1,1,0,0,1,0,2016.0,3.0,22.0,1.0,1.0,2016.0,3.0,26.0,5.0,1.0,4.0,48,5215,0.0,300.0,3359.6233333333334,0.0025087633831967276,8.428500000000001,9718.72,13.301185351127819,588184.2
0.45,11.0,8.0,30937.0,4,149.98,33.38,1,1,0,1,0,1,0,2018.0,7.0,1.0,6.0,3.0,2018.0,7.0,4.0,2.0,3.0,3.0,12,1098,0.0,88.0,351.5568181818182,0.004847916734007822,1.7043181818181816,661.87,13.285921785457026,588184.2
0.96,21.398651974480487,8.0,-421017.3540929733,5,41.01,80.33,0,0,0,1,0,1,0,2015.0,9.0,9.0,2.0,3.0,2015.0,9.0,7.0,0.0,3.0,-2.0,30,2266,0.0,190.36023443202248,0.0,0.0,0.0,-2592.92,13.280379058482232,588184.2
0.45992185709689837,10.0,5.0,682.0,2,3.95,18.68,0,0,0,2,0,1,0,2018.0,11.0,27.0,1.0,4.0,2018.0,11.0,27.0,1.0,4.0,0.0,37,4390,0.0,50.0,13.64,0.005791788856304985,0.079,138.02,13.285031769731978,588184.2
0.06,38.0,7.0,220.0,7,3.89,20.79,0,1,1,0,0,0,0,2016.0,1.0,30.0,5.0,1.0,2016.0,1.0,26.0,1.0,1.0,-4.0,10,1879,0.0,266.0,0.8270676691729323,0.017681818181818184,0.01462406015037594,178.8,13.285101082968875,588184.2
0.22,13.0,6.0,463.0,5,6.91,21.66,1,0,0,2,0,1,0,2016.0,5.0,6.0,4.0,2.0,2016.0,5.0,2.0,0.0,2.0,-4.0,42,3673,0.0,78.0,5.935897435897436,0.014924406047516199,0.08858974358974359,220.14,13.285171343127109,588184.2
0.11,16.0,8.0,153774.0,6,95.59,53.76,1,0,0,1,0,1,0,2017.0,6.0,5.0,0.0,2.0,2017.0,6.0,5.0,0.0,2.0,0.0,30,798,0.0,128.0,1201.359375,0.0006216265428485961,0.746796875,900.68,13.286327258456609,588184.2
0.52,28.0,14.0,1230732.0,6,3077.11,70.04,0,0,0,2,0,0,0,2016.0,3.0,9.0,2.0,1.0,2016.0,3.0,5.0,5.0,1.0,-4.0,36,1097,0.0,392.0,3139.622448979592,0.0025002275068820834,7.849770408163265,14451.13,13.3090691926098,588184.2
0.35,40.0,26.0,27779.0,5,83.42,37.31,0,0,0,1,1,1,0,2016.0,4.0,30.0,5.0,2.0,2016.0,4.0,28.0,3.0,2.0,-2.0,45,3454,0.0,1040.0,26.710576923076925,0.0030029878685337848,0.08021153846153846,1287.7,13.286984026740855,588184.2
0.2,11.0,6.0,12634.0,4,13.72,55.67,0,0,0,2,0,1,1,2015.0,8.0,18.0,1.0,3.0,2015.0,8.0,18.0,1.0,3.0,0.0,1,1726,1.0,66.0,191.42424242424244,0.0010859585246161152,0.20787878787878789,387.99,13.285456564984365,588184.2
0.82,15.0,7.0,1505.0,2,5.32,22.1,0,1,0,2,0,1,-1,2016.0,10.0,8.0,5.0,4.0,2016.0,10.0,8.0,5.0,4.0,0.0,46,4976,0.0,105.0,14.333333333333334,0.0035348837209302326,0.05066666666666667,568.08,13.285762495422512,588184.2
0.29,22.0,6.0,4947.0,1,6.41,12.54,0,0,0,2,0,1,0,2015.0,2.0,14.0,5.0,1.0,2015.0,2.0,13.0,4.0,1.0,-1.0,6,3057,0.0,132.0,37.47727272727273,0.0012957347887608652,0.04856060606060606,197.84,13.285133443364701,588184.2
0.4514323693053339,33.58426268731617,17.0,1529.0,0,4.08,18.23,0,1,0,2,0,1,0,2015.0,1.0,16.0,4.0,1.0,2015.0,1.0,16.0,4.0,1.0,0.0,18,3217,0.0,620.6731021718588,0.0,0.002668410725964683,0.0,211.36,13.285156421329312,588184.2
0.5,38.0,10.0,26409.0,5,29.22,34.14,1,0,0,3,0,0,1,2018.0,3.0,4.0,6.0,1.0,2018.0,3.0,6.0,1.0,1.0,2.0,4,5278,1.0,380.0,69.49736842105263,0.0011064409860274905,0.07689473684210527,598.12,13.285813517191187,588184.2
0.57,23.0,6.0,1208.0,3,6.52,22.13,0,1,0,2,1,1,1,2015.0,8.0,4.0,1.0,3.0,2015.0,8.0,8.0,5.0,3.0,4.0,1,824,1.0,138.0,8.753623188405797,0.005397350993377483,0.0472463768115942,391.46,13.285462460580408,588184.2
0.38,37.0,16.0,332591.58679200616,0,29.96,19.83,1,1,0,0,0,0,1,2018.0,2.0,8.0,3.0,1.0,2018.0,2.0,4.0,6.0,1.0,-4.0,5,1970,0.0,592.0,434.7106427021659,0.0,0.05060810810810811,502.03,13.285650302917652,588184.2
0.91,4.0,3.0,129.0,1,3.02,18.3,0,0,1,2,0,1,1,2018.0,12.0,23.0,6.0,4.0,2018.0,12.0,24.0,0.0,4.0,1.0,39,5123,0.0,12.0,10.75,0.023410852713178294,0.25166666666666665,257.13,13.28523420597836,588184.2
0.34,3.0,3.0,42.0,1,6.28,19.31,0,0,0,2,0,1,0,2016.0,11.0,24.0,3.0,4.0,2016.0,11.0,20.0,6.0,4.0,-4.0,16,3279,0.0,9.0,4.666666666666667,0.14952380952380953,0.6977777777777778,198.58,13.28513470104802,588184.2
0.4627823750903324,20.0,7.0,226.0,7,6.7,16.86,1,1,0,0,0,1,0,2018.0,3.0,12.0,0.0,1.0,2018.0,3.0,12.0,0.0,1.0,0.0,22,509,0.0,140.0,1.6142857142857143,0.029646017699115044,0.047857142857142855,147.46,13.285047815204848,588184.2
0.35,23.0,10.0,7442.0,2,15.78,73.06,0,0,1,2,0,1,1,2017.0,4.0,22.0,5.0,2.0,2017.0,4.0,20.0,3.0,2.0,-2.0,42,5230,0.0,230.0,32.356521739130436,0.002120397742542327,0.06860869565217391,713.41,13.286009308597052,588184.2
0.59,33.0,13.0,90203.66132677905,0,5.13,19.73,0,0,0,2,0,1,0,2016.0,6.0,19.0,6.0,2.0,2016.0,6.0,20.0,0.0,2.0,1.0,9,3073,0.0,429.0,211.64262476606922,0.0,0.011958041958041957,362.73,13.2854136467161,588184.2
0.06,16.0,8.0,5389.0,1,4.53,60.43,0,1,1,0,0,1,0,2017.0,6.0,22.0,3.0,2.0,2017.0,6.0,21.0,2.0,2.0,-1.0,49,4755,0.0,128.0,42.1015625,0.0008406012247170162,0.035390625,361.18,13.285411013112341,588184.2
0.05,25.0,9.0,1852.0,3,5.69,14.83,1,1,1,1,1,1,0,2017.0,6.0,30.0,4.0,2.0,2017.0,6.0,30.0,4.0,2.0,0.0,5,3489,0.0,225.0,8.231111111111112,0.003072354211663067,0.025288888888888892,196.65,13.285131420870643,588184.2
0.28,9.0,4.0,382.0,2,5.38,15.69,0,1,0,0,0,0,0,2016.0,4.0,23.0,5.0,2.0,2016.0,4.0,19.0,1.0,2.0,-4.0,25,2196,0.0,36.0,10.61111111111111,0.014083769633507853,0.14944444444444444,201.54,13.28513973176548,588184.2
0.87,19.0,11.0,250244.0,4,1383.56,95.79,0,0,0,2,0,1,0,2017.0,2.0,21.0,1.0,1.0,2017.0,2.0,25.0,5.0,1.0,4.0,30,888,0.0,209.0,1197.3397129186603,0.005528843848403958,6.6199043062200955,-4083.76,13.27782994535664,588184.2
0.6,18.606696348863665,8.0,393.0,0,3.39,22.18,0,0,0,3,0,1,-1,2018.0,12.0,11.0,1.0,4.0,2018.0,12.0,12.0,2.0,4.0,1.0,1,5001,1.0,177.44081115875815,0.0,0.008625954198473283,0.0,274.93,13.285264454874266,588184.2
0.35,4.0,4.0,54.0,3,3.63,10.06,0,0,0,2,1,1,1,2017.0,6.0,25.0,6.0,2.0,2017.0,6.0,25.0,6.0,2.0,0.0,9,2833,0.0,16.0,3.375,0.06722222222222222,0.226875,120.62,13.285002193715393,588184.2
0.45340880461262567,21.0,12.0,26572.0,5,106.32,94.08,0,0,0,2,0,1,0,2019.0,1.0,12.0,5.0,1.0,2019.0,1.0,16.0,2.0,1.0,4.0,28,612,0.0,252.0,105.44444444444444,0.004001204275176877,0.4219047619047619,1015.86,13.286522762618553,588184.2
0.18,33.0,7.0,570354.0,6,229.08,65.75,0,0,1,2,0,1,0,2015.0,9.0,14.0,0.0,3.0,2015.0,9.0,16.0,2.0,3.0,2.0,51,2544,0.0,231.0,2469.064935064935,0.0004016452939753206,0.9916883116883117,1610.34,13.287531213449336,588184.2
0.45,28.0,14.0,254408.0,4,553.68,76.08,0,0,0,3,0,1,0,2017.0,3.0,31.0,4.0,1.0,2017.0,3.0,31.0,4.0,1.0,0.0,6,849,0.0,392.0,649.0,0.0021763466557655417,1.4124489795918367,3049.1,13.289967664524513,588184.2
0.78,22.0,11.0,1001.0,0,10.13,21.59,0,0,0,2,0,1,-1,2017.0,3.0,9.0,3.0,1.0,2017.0,3.0,12.0,6.0,1.0,3.0,19,4147,0.0,242.0,4.136363636363637,0.010119880119880121,0.041859504132231405,451.91,13.285565160704369,588184.2
0.41,6.0,5.0,61.0,0,3.66,23.27,1,1,1,0,0,0,1,2018.0,9.0,8.0,5.0,3.0,2018.0,9.0,8.0,5.0,3.0,0.0,22,3139,0.0,30.0,2.033333333333333,0.060000000000000005,0.12200000000000001,249.01,13.285220406739912,588184.2
0.24,19.0,14.0,15872.0,2,23.98,53.66,0,0,0,3,0,1,0,2016.0,2.0,8.0,0.0,1.0,2016.0,2.0,10.0,2.0,1.0,2.0,33,3432,0.0,266.0,59.669172932330824,0.0015108366935483871,0.09015037593984962,360.26,13.285409449937797,588184.2
0.38,23.0,10.0,15641.0,1,17.68,54.93,0,1,0,2,0,1,0,2016.0,1.0,17.0,6.0,1.0,2016.0,1.0,14.0,3.0,1.0,-3.0,0,861,1.0,230.0,68.00434782608696,0.001130362508790998,0.0768695652173913,621.83,13.285853785863571,588184.2
0.45,16.0,8.0,66688.0,4,161.67,36.02,0,0,0,2,0,1,0,2016.0,1.0,2.0,5.0,1.0,2016.0,1.0,6.0,2.0,1.0,4.0,0,4240,1.0,128.0,521.0,0.002424274232245681,1.263046875,568.34,13.28576293703354,588184.2
0.18,3.0,3.0,316.0,6,5.55,18.12,0,0,1,1,0,0,1,2017.0,2.0,24.0,4.0,1.0,2017.0,2.0,20.0,0.0,1.0,-4.0,1,297,1.0,9.0,35.111111111111114,0.017563291139240506,0.6166666666666667,276.31,13.285266799975167,588184.2
